"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","mesec","letni_cas","dan"
"2453","Ljubljana",10,1.25,0,0.7,0.4375,0.3,1.3,1.1125,0.6,0,0,995.5,995.1125,994.8,75.4,74.4375,71,-1.5,-2.2375,-2.8,1.3,1.0875,0.8,65.4,31.9,12,"jesen","ponedeljek"
"2225","Ljubljana",391,79.5,0,2.7,2.2125,1.5,6.3,5.1875,3.8,0,0,977.9,977.525,977.3,68.1,64.525,58,2.8,2.4875,2.2,14.2,12.4875,11.2,13.4,101.5,4,"spomlad","sobota"
"2367","Ljubljana",276,51.75,0,0.7,0.275,0,1.6,1.1125,0.5,0,0,982.8,982.6125,982.4,91.8,86.875,79.4,13.9,12.8875,12.3,17.7,16.4,15,29.3,126.65,9,"poletje","sobota"
"1150","Koper",189,38.25,0,2.7,2.0625,1.3,6.8,3.9125,3,0,0,1017,1016.8125,1016.6,76.2,65.775,42.3,7.9,7.0625,6.1,23.2,19.025,17.2,6.7,72.7,9,"poletje","torek"
"1134","Koper",126.8,21.05,0,7.2,2,0.9,9.6,3.875,1.8,0,0,1015.2,1014.325,1014,80.3,75.0875,68.5,13.4,12.4625,11.8,24.9,23.7,23,13.2,128.8,8,"poletje","nedelja"
"1989","Ljubljana",120,17.75,0,1.3,0.8,0.3,3.1,1.9,1,0,0,995.6,995,994.6,94.7,89.65,83,-0.6,-1.5375,-2.3,5.8,4.6875,3.7,37.9,81.1,3,"zima","torek"
"2026","Ljubljana",424,87.625,0,1.2,0.475,0,3.3,1.7875,0.2,0,0,983,982.5,982.1,71.7,64.975,54.9,7.1,4.4875,3.4,11.5,8.875,7.3,17.1,127.4,4,"spomlad","èetrtek"
"2421","Ljubljana",11,1.375,0,2.9,1.8,0.3,6.7,4.4375,1,0.025,0.2,983.8,981.4,979.6,91.2,85.2375,81.7,2.5,0.15,-1.4,9.3,8.15,6.6,14.9,60.05,11,"jesen","èetrtek"
"1641","Ljubljana",56,7.625,0,1.6,0.8875,0.2,4.1,2.3625,1.2,0,0,974.4,972.125,970.9,84.4,78.425,70.9,-2.3,-2.5875,-2.8,7.4,6.075,5,31.1,71.5,3,"zima","sreda"
"1856","Ljubljana",38,5,0,0.7,0.4875,0.3,1.6,1.2,0.9,0,0,992.6,992.2,991.9,90.9,89.8625,88.7,7.8,6.5375,5.8,6.9,6.4625,6.1,39.1,56.75,11,"jesen","sobota"
"757","Koper",61,8.5,0,2.5,1.45,1,3.5,2.5375,1.9,0,0,1022.6,1021.525,1020.9,66.6,63.9125,60.5,0.4,-0.175,-0.7,7.2,5.85,5.3,35.1,79.8,3,"zima","sreda"
"1291","Ljubljana",16,2,0,1.7,1.5,0.9,3.7,3.0375,2.2,0,0,981.9,981.5625,981.2,78.5,77.2875,76.3,-5.7,-6.5,-7.8,-3.5,-4.15,-4.9,65.1,66,1,"zima","nedelja"
"236","Koper",97,16.625,0,2.4,1.7,1.1,4.2,3.0625,1.9,0,0,1013.4,1013.125,1012.7,80.6,74.1875,63.3,4.2,2.7,2,16.5,14.625,13.9,6.7,99.4,9,"poletje","èetrtek"
"838","Koper",486,107.125,0,1.8,1.425,1.1,3,2.5875,2.1,0,0,1021,1020.85,1020.7,61.5,55.25,45.3,13.9,11.525,10.5,27.1,24.4625,21.9,19.3,155.1,6,"spomlad","petek"
"1434","Ljubljana",250,62.875,0,1.5,0.8125,0.3,2.9,1.85,0.7,0,0,984.6,984.325,984,89.5,83.6375,79.4,11.8,8.8875,7.8,18.2,17.0125,15.7,16.8,100.45,7,"poletje","sobota"
"1403","Ljubljana",320,62.5,0,2.4,1.2375,0.6,6.7,2.9875,1.4,0.425,2.7,975.7,975.1,974.7,95,91.4375,81,7.2,6.5,6,17,15.0375,14.4,10.6,108.75,6,"spomlad","ponedeljek"
"2213","Ljubljana",298,50.125,0,3.1,1.6875,0.2,7.2,3.5875,1.1,0,0,980.7,980.0125,979.5,76.8,69.3,63,6.5,5.7375,4.4,13.4,10.8125,8.2,23.6,81.6,4,"spomlad","ponedeljek"
"1750","Ljubljana",490,123.375,0,1.2,0.7125,0.3,2.8,1.7,1,0,0.7,981,980.45,980,90.1,84.575,71.3,15.1,13.05,12.2,23.3,19.175,17.2,19.9,124.2,7,"poletje","ponedeljek"
"2107","Ljubljana",433,103.125,0,1.8,0.2875,0,4.1,1.325,0,0,0,979.5,978.5875,977.7,78.5,71.0875,60.8,18.8,16.1375,15.1,25.8,23.4375,22.1,27.9,132.35,7,"poletje","ponedeljek"
"1011","Koper",413,83.375,0,2.3,1.5375,0.5,4,2.9625,1.4,0,0,1024.9,1023.5375,1022.7,77.9,73.575,61.9,1.1,0.275,-0.4,13.8,9.65,7.9,15,115.2,4,"spomlad","sreda"
"1325","Ljubljana",107,14.375,0,2,0.725,0.3,5.3,2.25,1,0,0.3,982.9,981.6875,981,66.7,62.2125,57.7,-9.2,-9.5625,-10.5,1.7,0.55,-0.2,29.6,90.5,3,"zima","nedelja"
"2168","Ljubljana",6,0.75,0,1,0.5875,0.2,2.1,1.4875,0.7,0.2375,1.8,979.6,978.275,977.7,97.8,97.0625,96.3,-0.6,-1.125,-1.4,3.9,3.7,3.5,20.7,30.65,2,"zima","petek"
"979","Koper",202,29.75,0,2.1,1.625,1.3,3.5,2.95,2.1,0,0,1016.3,1015.925,1015.6,81.7,75.6375,68.7,2.8,1.175,0.1,8.3,5.6875,4.7,31.5,112.9,3,"zima","sobota"
"1273","Ljubljana",7,0.875,0,1.1,0.7375,0.3,2.4,1.775,0.9,0,0,987.5,987,986.5,86,83.475,81.2,1.6,1.35,1.1,2.3,2.0625,1.7,67.6,5,1,"zima","sreda"
"669","Koper",7,0.875,0,2.7,2.225,1.4,6.4,5.55,4.2,0.0125,0.1,1015.2,1014.975,1014.7,56,55.175,53.9,-1.8,-2.25,-2.4,10.3,10,9.7,6,33.15,12,"jesen","nedelja"
"2475","Ljubljana",3,0.375,0,1.2,0.7125,0.4,3.9,2.025,1.2,0,0,995.8,993.2875,991.6,93.1,91.8875,91,4,1.0125,-2,0,-0.55,-1.1,72.5,65.2,12,"zima","torek"
"483","Koper",50,15.375,0,3,2.1125,1.3,5.1,3.9625,2.7,0.25,2,1015.2,1014.2625,1013.5,80.2,68.6375,57.4,10.4,9.05,8.3,19.8,18.4625,17,18.9,122.8,5,"spomlad","ponedeljek"
"1779","Ljubljana",230.7,39.7625,0,5.1,2.0375,0.2,13.4,5.3125,1,4.6875,32,981.5,981.1875,980.8,94.7,93.1,90.5,11.3,9.95,9.1,18.5,16.925,16.3,7.4,92.1,8,"poletje","torek"
"2216","Ljubljana",300,55.625,0,1.2,0.675,0.2,2.4,1.6125,0.8,0,0,977.2,976.5875,976.1,76.7,71.1125,67.1,7.5,6.625,6,12.6,11.3125,9.8,32.9,90.7,4,"spomlad","èetrtek"
"1584","Ljubljana",1,0.125,0,0.9,0.525,0.2,2.3,1.8125,1.3,0.0125,0.1,983.9,982.8625,982.2,93.9,92.1625,90.5,-0.2,-0.3625,-0.9,5.6,5.45,5.3,24.7,43.7,1,"zima","petek"
"461","Koper",83,13.625,0,2.3,1.6375,1.1,3.6,2.9375,2.1,0.075,0.6,1007.8,1007.4625,1007.2,91.3,87.0375,72.8,4.1,3.775,3.2,15.4,13.5625,12.8,9.5,99.85,5,"spomlad","sobota"
"618","Koper",85,12.25,0,3,1.75,1.1,5.3,3.125,1.8,0.175,1.5,1011.6,1010.1625,1009.5,91,89.7,88,8.3,7.6875,7.3,19.7,19.3,18.9,24.2,75.9,10,"jesen","èetrtek"
"2086","Ljubljana",534,106.625,0,0.4,0.0625,0,2.2,0.6625,0,0,0,989.6,989.45,989.3,99.9,95.0875,84.6,8.2,4.85,4,13.7,10.8625,9.1,9.4,104.2,6,"poletje","èetrtek"
"2061","Ljubljana",43,13.75,0,0.9,0.35,0,2.8,1.3375,0,0,0,985.1,983.5,982.2,77.5,75.9125,71.9,7.8,6.7625,5.9,16.7,16.225,15.9,12.6,96.15,5,"spomlad","nedelja"
"2259","Ljubljana",506,126.875,0,1,0.4375,0.1,2.2,1.35,1.1,0,0,986.6,985.825,985.1,92.6,86.75,72.8,9.2,6.75,5.1,13.9,10.475,8.6,17.7,107.25,5,"spomlad","sobota"
"1309","Ljubljana",8,1,0,0.9,0.575,0.2,1.6,1.325,0.8,0,0,982.5,981.7125,981.1,91.7,89.7375,87.7,-4.9,-5.4625,-5.8,0.9,0.85,0.7,70.5,50.9,2,"zima","petek"
"1574","Ljubljana",5,0.625,0,2.3,1.625,0.9,5.4,3.725,2.3,0,0,987.3,986.45,985.8,87.5,83.925,81.8,-0.3,-0.425,-0.6,9.2,8.475,7.4,7.8,78.05,12,"zima","torek"
"69","Koper",180,24.625,0,2.4,1.1625,0.4,3.8,2.3,1,0.0125,0.1,997.6,996.5875,995.9,89.8,83.275,74.9,-1.9,-2.15,-2.3,11.3,9.4625,8.8,16.9,89.25,3,"zima","sreda"
"279","Koper",51.6,7.525,0,2.1,1.3375,1,3,2.3875,1.9,0,0,1022.6,1021.975,1021.5,92.4,91.2125,89.5,7.4,7.1625,6.9,17.4,16.725,16,35.3,70.9,10,"jesen","petek"
"1114","Koper",127,20.25,0,5,2.5375,1.1,6.8,4.625,1.8,0.1125,0.9,1011.6,1011.2125,1010.7,84.6,74.7375,51.7,13.2,11.9375,10.1,25.3,23.9375,22.9,9.7,106.95,8,"poletje","ponedeljek"
"2400","Ljubljana",70,11,0,0.4,0.075,0,1.7,0.5625,0,0,0,984,983.0875,982.7,96.4,95.25,93.6,-1,-1.25,-1.5,3.5,2.7625,2.2,41.2,9.3,10,"jesen","èetrtek"
"2336","Ljubljana",416,95.2875,0,0.9,0.5875,0.3,2.1,1.3375,0.9,0,0,984.3,983.7375,983.3,88,81.6125,71,15.3,14,13.1,18.4,16.2125,14.7,16.5,116.6,8,"poletje","torek"
"2099","Ljubljana",478,117.5,0,0.5,0.275,0.2,2.6,1.8625,1.5,0,0,983.5,982.925,982.3,81,74.325,64,15.4,14.025,13.1,21.8,19.775,18,14.4,142.65,7,"poletje","nedelja"
"1243","Koper",5,0.625,0,2.5,2.025,1.1,4.1,3.4375,2.2,0,0,1034.5,1033.375,1032.8,89.6,85.85,81.2,8.9,8.175,7.3,3.8,2.95,2.6,35.5,43.75,12,"jesen","petek"
"1653","Ljubljana",206,31.75,0,0.9,0.5375,0.1,3.5,2.0625,1.1,0,0,982.7,981.35,980.8,88,82.9375,76.3,5.3,4.9625,4.7,6.6,5.0625,3.7,47.2,115.2,3,"zima","ponedeljek"
"538","Koper",104,17.125,0,1.8,1.6,1.4,3.4,2.7375,2.1,0.05,0.4,1011.7,1011.125,1010.6,89.5,88.9125,87.9,11,10.3625,10,20.1,19.5875,19.3,12.2,113.55,7,"poletje","nedelja"
"1316","Ljubljana",30.1,3.7625,0,2.8,1.825,0.6,5.1,3.7875,2.1,0.5875,7.1,976.2,974.7375,973.7,90.5,85.9625,77.3,-12.6,-12.875,-13,-3.2,-3.475,-3.7,22.3,75.7,2,"zima","petek"
"174","Koper",460,99.125,0,2.5,1.775,1,6.6,3.9,2.1,0,0,1020.7,1020.2375,1019.9,61.3,52.175,38.8,14,10.8625,9.7,28,24.5375,22.8,24.2,155.1,7,"poletje","torek"
"569","Koper",104,20.375,0,4,2.9875,1.9,9.4,7.3,4.4,0.3375,1.5,1016.3,1015.4375,1014.3,72.8,58.3625,43.7,7.8,6.4375,4.9,21.3,19.825,18.8,7.3,84.05,8,"poletje","èetrtek"
"384","Koper",4,0.5,0,6.7,4.7625,1.3,14.3,8.5,3.6,0.525,3.4,1009.8,1008.825,1008.1,91.6,85.475,80.5,-0.1,-0.5375,-1.1,13.2,12.1,10.4,16.2,93.25,2,"zima","sobota"
"2166","Ljubljana",10,1.25,0,1.9,1.25,0.6,5.2,3.425,2,0.975,6.9,991.7,989.375,988,96.9,94.2875,92.7,-4.4,-4.475,-4.6,2.4,1.725,1.2,13.1,43.6,2,"zima","sreda"
"1739","Ljubljana",490,125.125,0,0.6,0.2125,0,2.2,1.325,0.7,0,0,986.1,985.9,985.7,79.2,71.6375,53.2,17.4,16.0625,14.9,25.3,20.575,18.4,32.3,135.8,6,"spomlad","èetrtek"
"2083","Ljubljana",301,88,0,0.8,0.325,0.1,2,1.5,1.2,0,0,983.6,983.425,983.3,96.5,88.45,76.1,7.1,5.425,4.8,14.7,11.725,10,8.8,112.85,6,"poletje","ponedeljek"
"609","Koper",72,12.25,0,2.3,1.875,1.4,3.7,3.075,2.5,0,0,1016.9,1016.075,1015.7,84.7,81.7875,77.5,5,4.6125,4.1,16.5,15.3625,14.7,37.6,87.25,10,"jesen","torek"
"1169","Koper",252,41.125,0,2.8,1.95,0.3,4.2,3.2875,0.9,0,0,1023.3,1022.175,1021.5,69.3,63.175,44.1,9.6,7.0125,6.2,20,15.525,14.1,14.2,120.45,9,"jesen","nedelja"
"221","Koper",359,64.5,0,2.5,1.6375,0.8,3.8,3.1,2.3,0,0,1010.7,1010.05,1009.5,83.9,79.625,69,9.3,8.425,7.8,22.2,19.3875,18.2,11.3,106.95,8,"poletje","sreda"
"1868","Ljubljana",10,1.25,0,1.4,1.025,0.2,2.8,2.275,1.2,0.8875,5.5,973.9,972.15,971.4,97.4,96.15,93,4.5,3.65,3.4,12.4,11.725,11.3,22.2,22.4,11,"jesen","èetrtek"
"1436","Ljubljana",346,79.25,0,1,0.5375,0.2,2.1,1.3875,0.9,0,0,985.4,985,984.8,90.9,84.175,75.6,12.2,10.2,9.6,18.4,16.275,14.7,22.8,133,7,"poletje","ponedeljek"
"295","Koper",40,5,0,2.7,1.9375,1.4,6,3.675,2.7,0,0.7,1010.3,1009.175,1008.1,74.8,69.9875,64.8,0.6,0.25,-0.5,15.4,14.55,14.1,14.3,78.05,11,"jesen","nedelja"
"1115","Koper",396,87.75,0,2.2,1.475,0.6,6.5,3.7,1.2,0,0,1017.9,1016.975,1016.5,50.7,45.2125,40.3,11.2,9.55,8.6,24.2,23.3,21.4,12.1,125.7,8,"poletje","torek"
"259","Koper",46.8,6.8,0,2.2,1.5625,1.1,3.3,2.7,2.1,0,0.1,1024.7,1023.0125,1022.1,69,65.7,63.6,9.5,5.6125,2.5,14.3,13.6,12.8,23.1,71.95,10,"jesen","sobota"
"481","Koper",504,108.625,0,2.1,1.6875,1.1,4,2.9875,2.3,0,0,1014,1013.3125,1013,83.1,74.3625,65.7,8.6,7.725,7.3,22.2,19.65,18.5,22.4,139.2,5,"spomlad","sobota"
"1265","Ljubljana",1,0.125,0,0.9,0.65,0.3,2.1,1.6125,1.1,0,0,985.5,983.5375,982.3,96.1,95.825,95.4,-0.4,-1.6875,-2.5,-1.8,-2.1375,-2.7,51.4,62.05,1,"zima","torek"
"2256","Ljubljana",488,100.375,0,1.2,0.7125,0.3,2.4,1.925,1.5,0,0,983,982.575,982.3,89.6,83.4,70.8,2.1,1.575,1,11.2,8.825,7.3,10.3,104.6,5,"spomlad","sreda"
"1192","Koper",127,18.125,0,2.9,2.0875,1.1,4.5,3.8,2.8,0,3,1020,1019.125,1018.6,90.6,87.2125,74.6,4.3,3.5625,2.7,14,11.2125,10.2,15.5,64.6,10,"jesen","sreda"
"807","Koper",98,21.625,0,2.5,1.825,1.2,5.8,3.2875,2.3,0,0,1017.2,1016.5625,1016,75.5,71.2625,66,3.9,1.1875,0.1,14.1,11.425,10.2,24.7,102.55,4,"spomlad","èetrtek"
"1728","Ljubljana",175,53.875,0,3.4,1.1875,0.7,7.8,2.925,1.7,0.025,0.2,982.6,982.3875,982.1,87.3,82.1,61.8,4.8,2.8625,2.3,14.1,11.0625,9.8,12.2,94.2,6,"spomlad","nedelja"
"1055","Koper",359,87.5,0,2.3,1.675,0.7,4,2.775,1.2,0,0,1011.6,1011.3125,1011.1,90.9,85.825,73.1,8.7,7.5875,7.1,19.4,16.0375,14.5,10.4,107,6,"spomlad","petek"
"1840","Ljubljana",44,6.125,0,1.7,0.95,0.5,5.4,2.725,1.4,1,6.7,977.2,975.7,974.6,96,94.3,89.1,8.4,8.025,7.6,14.8,13.9625,13.4,20.2,30.7,10,"jesen","sreda"
"103","Koper",424,85.375,0,2.8,1.8375,0.8,4.3,3.1125,1.6,0,0,1020.9,1019.05,1017.5,80.2,67.9875,57.8,2.4,1.9125,1.2,15.4,12.75,11,10.7,125.55,4,"spomlad","torek"
"995","Koper",78,14.25,0,1.7,1.2375,0.8,3.2,2.425,1.9,0,0,1017.5,1016.9375,1016.4,92.4,89.225,82.8,6.5,5.7375,4.4,13,11.9,11.3,27.8,99.35,4,"spomlad","ponedeljek"
"906","Koper",382,76.25,0,2.7,2.1125,1.3,4.3,3.25,2,0,0,1015.2,1014.6875,1014.5,51,45.975,34.6,18.5,15.275,14.3,30.8,25.0375,23.2,40.3,167.65,8,"poletje","èetrtek"
"1044","Koper",220,55.375,0,4.1,2.25,1,7.8,4.2,2.1,0,0,1013.7,1012.325,1011,69.4,62.5875,47.7,10.2,8.1875,5.9,21.5,16.975,14.7,13.4,138.6,5,"spomlad","ponedeljek"
"1919","Ljubljana",4,0.5,0,2.7,1.475,0.5,6.6,3.375,1.5,0.0125,0.1,983.6,980.8375,977.8,97.9,92.8,85.2,-0.9,-2.65,-3.9,3,1.075,-0.6,19.6,76.05,1,"zima","nedelja"
"2347","Ljubljana",84,20.5,0,1.3,0.875,0.2,2.9,2.175,1.6,0,0,982.2,981.6875,981.2,94.1,91.8125,88.4,14.5,12.5125,11.6,18.6,18.05,17.7,17,106.2,8,"poletje","sobota"
"1757","Ljubljana",193,47.625,0,1.6,0.675,0.1,3.3,1.95,0.9,0.05,0.4,979.2,978.3875,977.8,93.7,91.4375,88,11.1,9.375,8.5,17.7,16.425,15.7,13.3,94.25,7,"poletje","ponedeljek"
"1135","Koper",397,76.875,0,4.4,2.7875,1.6,9.7,7.1875,3.6,0,0,1022.1,1019.9875,1018.3,58.3,49.6125,37,8,7.075,6.5,23.3,20.675,19.3,6.6,101.55,8,"poletje","ponedeljek"
"2147","Ljubljana",3,0.375,0,1,0.6125,0.3,2.1,1.425,0.9,0,0,982,981.45,981.2,88.9,87.95,84.8,-6.3,-7.125,-9.4,-6.4,-6.975,-7.3,66.6,25.4,1,"zima","sreda"
"1960","Ljubljana",21,2.625,0,0.9,0.5125,0.2,2.3,1.3125,0.6,0,0,986.8,985.4625,984.6,99,97.1,94.2,-3.7,-4.7,-5.7,0.7,0.175,-0.3,60,67.55,2,"zima","ponedeljek"
"1021","Koper",472,100.375,0,2.3,1.325,0.4,4.1,2.625,1.1,0,0,1019.2,1018.7375,1018.4,78.3,71.5125,49.8,2.4,0.6875,-0.3,13.9,9.1375,7,24.7,118.9,4,"spomlad","sobota"
"446","Koper",420,81.25,0,1.9,1.4375,0.5,3.5,2.6875,1.5,0,0,1014,1012.075,1010.3,64.9,57.6,48.8,2.9,0.325,-0.8,13.7,10.2875,8,18.2,108.5,4,"spomlad","petek"
"1820","Ljubljana",91,14.875,0,1.4,0.625,0.2,2.7,1.5375,1,0,0,983.3,982.6625,982.4,98.9,97.65,95.2,8.9,7.475,6.4,14.5,13.7375,13.4,14,62.05,9,"poletje","torek"
"1715","Ljubljana",508,106.125,0,2.5,1.7125,1,6.8,4.325,2.4,0,0,982,981.925,981.9,83.8,76.25,65.5,4.3,2.875,2.1,16,12.1,10.2,13.5,108.25,5,"spomlad","ponedeljek"
"1522","Ljubljana",42,6.375,0,1.1,0.725,0.3,2.6,1.7125,0.9,0,0,988,987.3125,986.9,99.7,99.4375,99,4,3.575,3,9.2,8.3,7.8,29.2,28.6,10,"jesen","ponedeljek"
"2058","Ljubljana",526,131.625,0,1.2,0.6875,0.4,3,2.075,1.4,0,0,985.5,984.8,984.2,79.8,66.6625,52.8,2.5,0.8125,-0.5,13.5,10.8,8.6,12.5,100.35,5,"spomlad","èetrtek"
"2294","Ljubljana",406.9,111.7,0,1.3,0.8375,0.2,3.3,2.2375,0.8,0,0,981,980.0125,978.7,93.8,88.2375,79.9,15.2,13.8875,12.5,20.2,18.575,17.3,15.5,83.2,6,"poletje","nedelja"
"982","Koper",236,36,0,1.9,1.2875,0.5,3.2,2.425,1.3,0,0,1011.1,1009.3,1008.2,93.3,88.6875,67.7,-0.6,-1.4375,-2.3,12.3,9.5875,7.9,13.9,91.05,3,"spomlad","torek"
"1762","Ljubljana",454,107.125,0,1.1,0.3,0,2.8,1.3375,0.3,0,0,984.3,984.075,983.8,92,85.0625,72,14.4,12.8,12.2,22,18.6625,16.8,27.6,139.2,7,"poletje","sobota"
"2176","Ljubljana",21,2.75,0,0.9,0.55,0.3,2.2,1.4625,1.1,0,0,977.8,977.0875,976.6,94,93.3125,91,-5.6,-7.2125,-9,-0.1,-0.5,-0.9,28.7,44.05,2,"zima","sobota"
"990","Koper",101,17.5,0,5.7,3.8125,3,9.3,6.9625,5.7,0,0,1018.7,1017.7875,1017.2,72.6,70.2,66.7,1.6,1.375,1.3,15.3,14.45,13.9,20.2,101.05,3,"spomlad","sreda"
"1017","Koper",255,61.75,0,4.4,3.1,2.3,8.9,5.7625,4.3,0,0,1010.5,1009.775,1009.2,50.7,46.9625,40.2,-5,-5.6375,-5.9,12.2,10.3375,9.5,11.9,114.1,4,"spomlad","torek"
"2464","Ljubljana",3,0.375,0,2,1.1375,0.6,4.3,2.85,1.5,0,0,997.5,996.1125,995.1,85.2,77.625,68.4,-4.4,-6.7375,-7.8,3,2.7625,2.6,23.8,40.9,12,"jesen","petek"
"419","Koper",199,27.5,0,2.3,1.7875,1.3,3.8,3.35,2.6,0,0,1022.4,1020.6375,1019.1,75.8,73.6875,64.8,5.3,4.4625,3.3,8.1,6.775,5.7,48,157,3,"zima","sobota"
"2373","Ljubljana",38,8.375,0,0.8,0.4375,0.1,2.6,1.6125,0.8,0.025,3.3,982.3,981.775,981.3,93.1,90.8875,88.9,10.6,9.9125,9,17.5,16.9,16.3,17.6,66.6,9,"poletje","petek"
"1033","Koper",116,16.625,0,3.2,1.575,0.7,6.2,3.8,1.6,1.025,8.2,1003.7,1000.9875,999.2,88.8,84.0875,77,5.6,5.3875,5.3,16.8,16.1875,15.8,9.7,112.8,5,"spomlad","èetrtek"
"60","Koper",144,18.75,0,2.4,1.9375,1.1,4.2,3.1625,2.1,0,0,1020,1018.975,1018.6,70.1,62.0625,46.8,-0.8,-2.5125,-3.4,5.5,3.1875,2.2,28.6,111.7,3,"zima","ponedeljek"
"48","Koper",12,1.625,0,2.1,1.5875,0.9,3,2.4625,1.7,0,0,1013.4,1013.075,1012.9,66.4,64.3125,62.8,-6.1,-7.0875,-8,4.6,3.8875,3.3,43.4,84.3,2,"zima","sreda"
"1059","Koper",501,103.375,0,2.4,1.9625,0.8,3.7,3.3375,2.1,0,0,1019.9,1019.2,1018.7,83,77.6625,55.9,9.4,8.8,7.9,24.2,18.525,16.9,16.3,130.65,6,"spomlad","torek"
"1483","Ljubljana",255,53.625,0,1.3,0.575,0.3,2.6,1.65,1,0,0,989.3,988.75,988.4,97.4,93.5125,90,10.8,9.4,8.1,14.4,13.2375,12.3,17.4,80.45,9,"poletje","torek"
"1073","Koper",510,92.875,0,2.9,1.65,0.8,4.7,2.85,1.5,0,0,1022,1021.25,1020.8,86.4,81.075,66.3,11,8.7875,7.3,20.8,17.175,15.6,11.1,127.5,6,"poletje","torek"
"168","Koper",469,102.25,0,2.6,1.9375,1.1,3.7,3.1125,2.2,0,0,1016.5,1015.625,1015,65.2,57.825,45.1,13.1,10.725,9.9,25.5,19.4,17.3,23.6,129.55,7,"poletje","sreda"
"2466","Ljubljana",4,0.5,0,0.7,0.425,0.2,2.2,1.0875,0.6,0,0,1000.3,1000.1875,1000,96.9,93.1,90.6,1.8,0.6,-1.2,-4.1,-5.25,-6.4,80.3,17.4,12,"jesen","nedelja"
"2375","Ljubljana",106,15,0,0.9,0.6,0.1,2.3,1.7125,0.7,0,0,978,977.4,976.9,93.3,91.775,90.2,8.5,7.5875,7,15.4,14.975,14.5,11.4,69.5,9,"poletje","nedelja"
"651","Koper",14,1.75,0,1.9,1.1125,0.5,3.3,1.9875,1.1,0,0,1012.8,1010.875,1009.7,89.7,87.3,83.7,-1.2,-1.8375,-2.1,10.5,10.1125,9.8,18.7,61.15,11,"jesen","sreda"
"2301","Ljubljana",45.9,9.7,0,2,1.0625,0.6,6,2.8875,1.8,4.25,34,982.9,980.9125,979.3,93.9,85.475,72.9,13,11.325,10.2,21.3,19.8,19,10.1,60.85,7,"poletje","nedelja"
"866","Koper",482,104.5,0,2.3,1.6375,0.9,3.6,2.8625,1.8,0,0,1023.3,1022.75,1022.4,68.3,62.2375,53.2,16.8,13.925,12.7,26.4,23.875,21.8,21.8,178.95,7,"poletje","petek"
"1614","Ljubljana",5,0.625,0,0.4,0.2375,0,2.4,1.4,0.1,0.2375,1.6,983.1,981.65,980.5,92.8,91.7625,90.6,-1.6,-1.975,-2.3,-0.6,-0.725,-0.9,68.9,30,2,"zima","sreda"
"1592","Ljubljana",3,0.375,0,2.5,1.05,0.6,5.6,2.875,1.8,0,0,987.6,986.2,985.3,94.8,88.3625,77.6,0,-0.3,-0.4,9.1,5.2875,2.5,26.2,44.55,1,"zima","nedelja"
"10","Koper",0.9,0.1125,0,4.8,2.85,0.9,8,4.95,2.4,0.0375,0.3,1017.5,1015.9875,1014.9,88.9,86.7375,84.4,-3.4,-3.475,-3.6,9,8.625,8.3,42.4,45.1,1,"zima","èetrtek"
"624","Koper",20,2.625,0,2.8,1.8375,1.1,4.8,3.325,2,0,0,1007.6,1007.225,1006.9,63.8,58,51.4,-1.7,-2.1125,-2.6,12.7,11.1,9.4,11.5,53.25,10,"jesen","èetrtek"
"2075","Ljubljana",454,105.375,0,1.4,0.6625,0,3.4,2,0,0,0,979.4,978.9375,978.7,75.8,68.8875,58.1,12.9,12.3,11.7,21.5,19.0875,17.4,18.3,122.3,6,"spomlad","nedelja"
"1195","Koper",151,19.75,0,2.2,1.9625,1.7,3.9,3.1,2.5,0,0,1015.6,1014.8375,1014.4,84.8,83.325,79.5,-1.1,-1.4125,-1.8,8.6,6.9625,6.4,13.3,78.5,10,"jesen","sobota"
"1233","Koper",9,1.125,0,2.3,1.9875,1.6,7.2,5.1625,4.1,0,0,1030,1028.225,1027.2,37.1,34.7875,33.3,-9.9,-11.125,-11.8,4.2,3.8375,3.5,11.1,62.55,11,"jesen","torek"
"1616","Ljubljana",6,0.75,0,0.5,0.2875,0,2.5,1.4375,0.9,0.025,1.9,980.3,978.6875,977.7,98,97.9125,97.7,-2.6,-2.8625,-3.1,0.9,0.3875,0.2,24,68.6,2,"zima","petek"
"750","Koper",41,5.375,0,2.3,1.7125,1.4,3.8,2.8125,2.1,0,0,1023.6,1021.9875,1021.1,59.4,56.625,52.9,-2.6,-3.1,-3.8,10.5,7.7,6.1,16.9,87.85,3,"zima","sreda"
"1491","Ljubljana",272,45.25,0,1.3,0.8375,0.6,2.8,2.2875,1.7,0,0,984.1,982.95,982.2,96,93.025,84.3,4.1,3.35,2.8,12.1,11.0375,10.3,15.8,59.8,9,"poletje","petek"
